time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.184,0.189,0.1865714285714285,0.187,0.0012936264483053,0.16,0.163,0.1617,0.162,0.0009,4.6154,4.747,4.68715,4.7008,0.0223916837240971,0.227,0.23,0.2287,0.229,0.0008426149773176,1.527,1.5731999999999997,1.5543,1.5577999999999999,0.0090027773492406,0.16,0.164,0.1619999999999999,0.162,0.001,7.896999999999999,8.1266,8.015789999999999,8.018799999999999,0.037146029397501,0.6408,0.6436,0.6417799999999999,0.6422,0.0006403124237432,4.1394,4.2654000000000005,4.203310000000001,4.203799999999999,0.0239024580325957,0.158,0.161,0.1588999999999999,0.159,0.0008888194417315,32,32,4096,11008,32768,True,3776,1
0.184,0.189,0.1871904761904762,0.187,0.001331631567058,0.162,0.165,0.1631999999999999,0.163,0.0008124038404635,4.698,4.8338,4.75659,4.7540000000000004,0.0249925488896191,0.224,0.228,0.2260999999999999,0.226,0.001044030650891,1.5577999999999999,1.6039999999999999,1.58132,1.5850999999999997,0.008784076502399,0.162,0.165,0.16345,0.163,0.0008046738469715,8.045399999999999,8.2358,8.140039999999999,8.146899999999999,0.0388656660820319,0.6365999999999999,0.6394,0.6375099999999999,0.638,0.0005722761571129,4.1506,4.2808,4.20835,4.1975,0.0220700589034102,0.158,0.16,0.1589499999999999,0.159,0.0006689544080129,32,32,4096,11008,32768,True,3744,1
0.179,0.187,0.1832857142857142,0.183,0.0017496355305594,0.158,0.163,0.1609,0.161,0.0009949874371066,4.2863999999999995,4.5286,4.37971,4.3886,0.0389117912720553,0.226,0.23,0.22775,0.228,0.0010428326807307,1.5255999999999998,1.5885999999999996,1.5500999999999998,1.5479999999999998,0.0130096118312577,0.16,0.163,0.1614,0.1615,0.0009165151389911,7.558199999999999,7.9235999999999995,7.7007900000000005,7.7122,0.0621339480477458,0.6282,0.6324,0.6307199999999998,0.631,0.0008124038404635,4.0078000000000005,4.25,4.13492,4.1268,0.0362292699346812,0.158,0.161,0.1592499999999999,0.159,0.0006224949798994,32,32,4096,11008,32768,True,3712,1
0.178,0.184,0.1813809523809523,0.182,0.0016176464525202,0.155,0.159,0.15785,0.158,0.001107925990308,4.2822000000000005,4.467,4.3963,4.399100000000001,0.0308455831522115,0.225,0.228,0.22615,0.226,0.0009630680142129,1.5213999999999999,1.5956,1.5693499999999998,1.5662,0.0113660679216693,0.156,0.16,0.1581999999999999,0.158,0.0008717797887081,7.5078,7.8424,7.72053,7.7185,0.0545971382033893,0.6225999999999999,0.6268,0.6253299999999999,0.6254,0.0006689544080129,3.8552,4.0442,3.96881,3.969299999999999,0.032136077856515,0.157,0.16,0.15805,0.158,0.0006689544080129,32,32,4096,11008,32768,True,3680,1
0.177,0.184,0.1812857142857142,0.181,0.0017496355305594,0.157,0.16,0.1585499999999999,0.1585,0.0009733961166965,4.6546,4.8632,4.73524,4.7365,0.0347913782423174,0.22,0.225,0.22255,0.222,0.0012031209415515,1.5283999999999998,1.5899999999999999,1.5692099999999998,1.5703999999999998,0.0132108856629674,0.157,0.161,0.1591,0.159,0.0011789826122551,8.294599999999999,8.697799999999999,8.51188,8.4927,0.0727376106288898,0.6184,0.6212,0.6193799999999999,0.6191,0.0007810249675906,3.9699999999999998,4.1296,4.05946,4.047000000000001,0.0347892224690348,0.152,0.155,0.15335,0.153,0.0007262919523166,32,32,4096,11008,32768,True,3648,1
0.178,0.182,0.18,0.18,0.0010235326314383,0.156,0.159,0.1578999999999999,0.158,0.0007,4.6672,4.8212,4.7454600000000005,4.7414000000000005,0.0304120042088646,0.219,0.223,0.2206,0.22,0.001157583690279,1.541,1.5731999999999997,1.5615800000000002,1.569,0.0074303431953039,0.157,0.159,0.1580499999999999,0.158,0.0006689544080129,8.3226,8.6124,8.461899999999998,8.4612,0.0468652323156515,0.6128,0.6155999999999999,0.61413,0.6142,0.0004974937185533,4.0092,4.0876,4.058620000000001,4.047000000000001,0.0177569704623283,0.151,0.153,0.152,0.152,0.0007071067811865,32,32,4096,11008,32768,True,3616,1
0.176,0.18,0.1779999999999999,0.178,0.0011126972805283,0.154,0.157,0.1550499999999999,0.155,0.0007399324293474,4.4516,4.5440000000000005,4.48478,4.4747,0.0198042924640088,0.219,0.222,0.2203,0.22,0.0009539392014169,1.5395999999999999,1.5843999999999998,1.5597599999999998,1.5563999999999998,0.0089744080584738,0.154,0.157,0.15535,0.155,0.0007921489758877,8.028599999999999,8.317,8.180010000000001,8.181199999999999,0.0599185071576388,0.6072,0.61,0.6085999999999998,0.6085999999999999,0.0005477225575051,4.005,4.1268,4.047210000000001,4.0449,0.0210885632512032,0.15,0.152,0.1513499999999999,0.151,0.0005722761571129,32,32,4096,11008,32768,True,3584,1
0.174,0.179,0.1774285714285714,0.178,0.001329927623216,0.153,0.156,0.1550499999999999,0.155,0.0008046738469715,4.4054,4.5762,4.49486,4.4964,0.0299080256787371,0.217,0.219,0.2182,0.218,0.0006782329983125,1.5367999999999997,1.5857999999999997,1.5666900000000001,1.5675999999999999,0.0093342112682325,0.153,0.157,0.15535,0.1555,0.000909670269933,7.9852,8.3226,8.20556,8.207799999999999,0.0620768878085878,0.603,0.6043999999999999,0.6034899999999999,0.603,0.0004769696007084,4.0036000000000005,4.1254,4.07423,4.0834,0.02384003984896,0.149,0.151,0.1497,0.15,0.0006403124237432,32,32,4096,11008,32768,True,3552,1
0.174,0.177,0.1758095238095238,0.176,0.001051939144494,0.151,0.153,0.15265,0.153,0.0005722761571129,4.4642,4.5244,4.49514,4.497800000000001,0.0110990990625364,0.215,0.218,0.21605,0.216,0.0008645808232895,1.5395999999999999,1.5843999999999998,1.56928,1.5696999999999999,0.0071665891468675,0.151,0.154,0.1528,0.153,0.0007483314773547,8.0916,8.325399999999998,8.218929999999999,8.2288,0.0484019369447132,0.5973999999999999,0.6002,0.5983099999999997,0.5988,0.0005722761571129,4.005,4.1268,4.078150000000001,4.0848,0.0200021873803842,0.147,0.149,0.14805,0.148,0.0007399324293474,32,32,4096,11008,32768,True,3520,1
0.172,0.176,0.1744761904761904,0.175,0.0011388819755334,0.151,0.153,0.152,0.152,0.0007071067811865,4.4194,4.6504,4.481560000000002,4.4662999999999995,0.0387019379359742,0.213,0.217,0.2143999999999999,0.214,0.0010198039027185,1.5382,1.5829999999999997,1.5656399999999997,1.5675999999999999,0.0085404917891184,0.151,0.154,0.15205,0.152,0.0008046738469715,7.986599999999999,8.276399999999999,8.13297,8.1266,0.0631201037705105,0.5918,0.5945999999999999,0.59285,0.5932,0.0006982120021884,4.0036000000000005,4.1268,4.0762599999999996,4.0834,0.0219679311725069,0.146,0.148,0.1467999999999999,0.147,0.0006,32,32,4096,11008,32768,True,3488,1
0.171,0.175,0.1729523809523809,0.173,0.0010454523047666,0.15,0.153,0.1515,0.1515,0.0006708203932499,4.3424,4.523,4.39658,4.3956,0.0281497779742576,0.211,0.215,0.2122,0.212,0.0011224972160321,1.3715999999999997,1.3953999999999998,1.3838499999999998,1.3841999999999999,0.0050087423571192,0.151,0.153,0.15215,0.152,0.0007262919523166,7.8928,8.1238,8.01817,8.0272,0.0494373087859766,0.5875999999999999,0.589,0.5878799999999998,0.5875999999999999,0.0004,3.5429999999999993,3.6143999999999994,3.5799600000000003,3.578,0.0149913308281819,0.148,0.151,0.1493,0.149,0.0007141428428542,32,32,4096,11008,32768,True,3456,1
0.167,0.174,0.1707142857142856,0.171,0.0016078040967746,0.146,0.15,0.14795,0.148,0.000920597631976,4.2556,4.502,4.35654,4.3473,0.035387709730922,0.209,0.212,0.21015,0.21,0.0010136567466356,1.3253999999999997,1.3981999999999999,1.36579,1.3631999999999997,0.0113281728447265,0.146,0.15,0.1485,0.148,0.0010246950765959,7.7276,8.2372,7.9544000000000015,7.925,0.0797333054626483,0.5791999999999999,0.582,0.5812999999999999,0.582,0.0005916079783099,3.4393999999999996,3.6172,3.5386599999999997,3.5415999999999994,0.030834882843948,0.147,0.149,0.1478,0.148,0.0006,32,32,4096,11008,32768,True,3424,1
0.168,0.171,0.1697619047619047,0.17,0.0009209085526577,0.147,0.15,0.14855,0.148,0.0008645808232895,4.3242,4.4474,4.37936,4.3781,0.0232839000169645,0.207,0.21,0.20775,0.2075,0.0009420721840708,1.3491999999999997,1.3925999999999998,1.3744699999999999,1.3743999999999998,0.0087719724121773,0.147,0.15,0.1485,0.1485,0.0008062257748298,7.799,8.0734,7.959020000000001,7.9859,0.0551371925291811,0.575,0.5791999999999999,0.5769599999999999,0.5763999999999999,0.0007348469228349,3.5065999999999997,3.6143999999999994,3.5681999999999983,3.5751999999999997,0.0224543982328629,0.146,0.149,0.1465999999999999,0.1465,0.0007348469228349,32,32,4096,11008,32768,True,3392,1
