time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.14,0.144,0.1425238095238095,0.143,0.001179953494606,0.122,0.125,0.12345,0.124,0.000920597631976,3.6773999999999996,3.788,3.74593,3.7543999999999995,0.0206239545189568,0.172,0.175,0.1732,0.173,0.0007483314773547,1.1727999999999998,1.2077999999999998,1.1973699999999996,1.2042999999999997,0.009345988444247,0.122,0.124,0.1235,0.124,0.0007416198487095,6.532,6.8553999999999995,6.7469,6.7399000000000004,0.0557014362471919,0.48399999999999993,0.4881999999999999,0.4859600000000001,0.48539999999999994,0.000663324958071,2.9759999999999995,3.0656,3.0405399999999996,3.0383,0.0214030371676545,0.122,0.124,0.1226,0.123,0.0005830951894845,32,32,4096,11008,32768,True,2848,1
0.139,0.144,0.1413333333333333,0.141,0.0014253932901995,0.121,0.124,0.1229,0.123,0.0009949874371066,3.501,3.6452,3.5836699999999997,3.5933999999999995,0.0288382991870186,0.17,0.172,0.1711,0.171,0.0006244997998398,1.1434,1.1895999999999998,1.1685999999999999,1.1769999999999998,0.0103971149844559,0.122,0.125,0.1234,0.124,0.0009165151389911,6.261800000000001,6.5502,6.41958,6.4109,0.0543710400856926,0.4784,0.4825999999999999,0.48091999999999996,0.4812,0.0006782329983125,2.9759999999999995,3.0949999999999998,3.0446699999999995,3.0599999999999996,0.027825303232849,0.12,0.122,0.1212,0.121,0.0005099019513592,32,32,4096,11008,32768,True,2816,1
0.138,0.143,0.1399523809523809,0.14,0.0013619380615309,0.122,0.124,0.123,0.123,0.0007071067811865,3.5332,3.6661999999999995,3.59473,3.6018,0.0249589162424973,0.168,0.17,0.1691,0.169,0.0005385164807134,1.1518,1.1937999999999998,1.1748999999999998,1.1762999999999997,0.0096876209669866,0.122,0.124,0.1231,0.123,0.0007681145747868,6.2968,6.5600000000000005,6.428610000000001,6.416500000000001,0.0564502214344637,0.4742,0.4784,0.4756000000000001,0.4756,0.0007071067811865,3.0025999999999997,3.0949999999999998,3.0574099999999995,3.0627999999999993,0.0212797438894362,0.119,0.121,0.11975,0.12,0.0006224949798994,32,32,4096,11008,32768,True,2784,1
0.137,0.14,0.1387619047619047,0.139,0.0008109231602822,0.119,0.121,0.12,0.12,0.0004472135954999,3.5542,3.606,3.5808,3.5829000000000004,0.0083845095265018,0.166,0.17,0.16685,0.167,0.000909670269933,1.1629999999999998,1.1769999999999998,1.1734999999999998,1.1755999999999998,0.0034278273002004,0.119,0.121,0.11995,0.12,0.0003840572873934,6.3864,6.5306,6.4436599999999995,6.443099999999999,0.0239768638483015,0.4686,0.4714,0.46985999999999994,0.47,0.000435889894354,3.0319999999999996,3.0627999999999993,3.0563599999999997,3.0627999999999993,0.0087086164228308,0.118,0.12,0.1186,0.119,0.0005830951894845,32,32,4096,11008,32768,True,2752,1
0.133,0.137,0.1358095238095238,0.136,0.0010056529562829,0.118,0.12,0.11935,0.119,0.0005722761571129,3.4561999999999995,3.5807999999999995,3.5401999999999996,3.5429999999999993,0.0207099010137664,0.165,0.169,0.16625,0.166,0.0010428326807307,1.1294,1.1741999999999997,1.1594999999999998,1.1616,0.0074531872376856,0.118,0.12,0.11915,0.119,0.000653834841531,6.202999999999999,6.485799999999999,6.3626700000000005,6.3584000000000005,0.0478042623622622,0.46299999999999997,0.4644,0.46356,0.46299999999999997,0.0004898979485566,2.9437999999999995,3.0627999999999993,3.02542,3.0305999999999997,0.0208377062077378,0.116,0.118,0.11695,0.117,0.0003840572873934,32,32,4096,11008,32768,True,2720,1
0.132,0.136,0.1338095238095238,0.134,0.0010056529562829,0.115,0.117,0.1161,0.116,0.0005385164807134,3.2643999999999997,3.3945999999999996,3.3369899999999997,3.3371999999999997,0.0197085641283174,0.166,0.169,0.16695,0.167,0.0007399324293474,1.142,1.1755999999999998,1.15761,1.1567,0.0065747623531196,0.114,0.117,0.11585,0.116,0.0007921489758877,5.9958,6.231,6.129710000000001,6.149800000000001,0.0482123168910185,0.4574,0.4602,0.45907999999999993,0.4588,0.0005099019513592,2.9745999999999997,3.0642,3.01177,3.0039999999999996,0.0209534603347514,0.112,0.115,0.1135,0.113,0.0007416198487095,32,32,4096,11008,32768,True,2688,1
0.13,0.133,0.1317619047619047,0.132,0.0008676603408708,0.114,0.116,0.1149,0.115,0.0006244997998398,3.2784,3.3876,3.33174,3.3274000000000004,0.0218080260454723,0.164,0.165,0.16435,0.164,0.0004769696007084,1.1307999999999998,1.1545999999999998,1.14494,1.1518,0.0070349129347846,0.114,0.116,0.11475,0.115,0.0006224949798994,5.9118,6.1722,6.0357,6.0469,0.0437841295448476,0.4518,0.4532,0.4529200000000001,0.4532,0.0004,2.9452,3.0039999999999996,2.9859400000000003,3.0025999999999997,0.0176886969559659,0.111,0.113,0.1117,0.112,0.0007141428428542,32,32,4096,11008,32768,True,2656,1
0.128,0.132,0.1301428571428571,0.13,0.0009404008408634,0.113,0.116,0.1146,0.115,0.000663324958071,3.2504,3.4057999999999997,3.3222899999999997,3.3141000000000003,0.0270393694453106,0.162,0.165,0.16285,0.163,0.0007921489758877,1.1209999999999998,1.1629999999999998,1.14172,1.1412999999999998,0.0076589816555466,0.113,0.116,0.11435,0.114,0.0007262919523166,5.8544,6.067200000000001,5.981240000000001,5.995099999999999,0.0387935561659408,0.4462,0.44899999999999995,0.44738999999999984,0.4476,0.0005722761571129,2.9172,3.0025999999999997,2.96977,2.9732,0.0185808369025725,0.11,0.112,0.11045,0.11,0.0005894913061275,32,32,4096,11008,32768,True,2624,1
0.128,0.131,0.1296190476190476,0.13,0.0008438116736509,0.112,0.114,0.1126,0.113,0.0005830951894845,3.0754,3.1426,3.10424,3.1075999999999997,0.0128740048159071,0.161,0.163,0.1615,0.161,0.0006708203932499,1.1503999999999999,1.1741999999999997,1.1608299999999996,1.1616,0.0043528726147223,0.112,0.114,0.1128,0.113,0.0005099019513592,5.9776,6.1777999999999995,6.056280000000001,6.0518,0.0371464668575625,0.44199999999999995,0.44339999999999996,0.44249,0.44199999999999995,0.0004769696007084,2.9997999999999996,3.0613999999999995,3.0281499999999992,3.0305999999999997,0.0116613678442967,0.108,0.11,0.10895,0.109,0.0005894913061275,32,32,4096,11008,32768,True,2592,1
0.126,0.129,0.128,0.128,0.0009258200997725,0.111,0.113,0.112,0.112,0.0006324555320336,3.2336,3.3553999999999995,3.2751799999999993,3.2735000000000003,0.0217947241322297,0.158,0.161,0.1588999999999999,0.159,0.0008306623862918,1.1392,1.1629999999999998,1.1536899999999997,1.1503999999999999,0.0051212791370906,0.111,0.113,0.11195,0.112,0.0003840572873934,5.7634,5.9678,5.867630000000002,5.844600000000001,0.0454394927348446,0.435,0.43779999999999997,0.43737999999999994,0.43779999999999997,0.000556776436283,2.9703999999999997,3.0305999999999997,3.0109999999999997,3.0019000000000005,0.0136235090927411,0.107,0.109,0.108,0.108,0.0005477225575051,32,32,4096,11008,32768,True,2560,1
0.125,0.129,0.1269047619047619,0.127,0.0008676603408708,0.111,0.113,0.112,0.112,0.0004472135954999,3.2545999999999995,3.3441999999999994,3.29548,3.2944999999999998,0.0184542677990756,0.155,0.159,0.15655,0.1565,0.0008046738469715,1.1489999999999998,1.1727999999999998,1.1614600000000002,1.1602,0.0038974350539809,0.111,0.113,0.112,0.112,0.0004472135954999,5.7829999999999995,5.9776,5.870079999999998,5.867000000000001,0.037621270579288,0.43079999999999996,0.4336,0.43240999999999996,0.4322,0.0004769696007084,2.9997999999999996,3.0599999999999996,3.0322799999999996,3.0292,0.0114786758818254,0.105,0.107,0.10605,0.106,0.0004974937185533,32,32,4096,11008,32768,True,2528,1
0.123,0.127,0.1256666666666666,0.126,0.0012084359562332,0.108,0.11,0.1087999999999999,0.109,0.0005099019513592,3.2448,3.3651999999999997,3.29338,3.2804999999999995,0.0265896596443053,0.153,0.156,0.1544499999999999,0.154,0.0007399324293474,0.9544,0.9935999999999999,0.9726000000000001,0.974,0.0077395090283557,0.107,0.11,0.1089499999999999,0.109,0.0008046738469715,5.7787999999999995,6.0154000000000005,5.901090000000001,5.9041,0.0493895484895337,0.42519999999999997,0.428,0.42673999999999995,0.4266,0.000435889894354,2.4803999999999995,2.5811999999999995,2.52744,2.5294,0.0216411644788352,0.107,0.11,0.10835,0.108,0.0006538348415311,32,32,4096,11008,32768,True,2496,1
0.124,0.126,0.125,0.125,0.0007559289460184,0.108,0.11,0.10945,0.1095,0.0005894913061275,3.2713999999999994,3.3665999999999996,3.3284499999999997,3.3350999999999997,0.017985758254797,0.151,0.155,0.1526,0.153,0.0009165151389911,0.9698,0.9907999999999999,0.9839399999999998,0.9859,0.0051759057178429,0.108,0.11,0.1093,0.109,0.0006403124237432,5.797,6.065799999999999,5.973329999999999,5.9881,0.0469291753603236,0.421,0.42239999999999994,0.42204999999999987,0.42239999999999994,0.0004330127018922,2.5279999999999996,2.5797999999999996,2.5643999999999996,2.5776999999999997,0.0132928552237659,0.106,0.108,0.10685,0.107,0.0007262919523166,32,32,4096,11008,32768,True,2464,1
0.121,0.125,0.1231428571428571,0.123,0.0009404008408634,0.106,0.107,0.1061,0.106,0.0003,2.9116,2.9703999999999997,2.937780000000001,2.9396,0.0106775465346679,0.15,0.153,0.1511999999999999,0.151,0.0007483314773547,0.974,0.9893999999999998,0.98037,0.9796,0.0028368115905008,0.105,0.107,0.106,0.106,0.0005477225575051,5.5156,5.6626,5.59358,5.5905000000000005,0.0266084573021436,0.41679999999999995,0.41819999999999996,0.4170099999999999,0.41679999999999995,0.0003570714214271,2.5265999999999997,2.5784,2.5499799999999997,2.5517999999999996,0.0110954945811351,0.104,0.107,0.10545,0.105,0.0006689544080129,32,32,4096,11008,32768,True,2432,1
0.119,0.123,0.1207142857142857,0.121,0.0010301575072754,0.104,0.106,0.1053,0.106,0.0008426149773176,2.8556,2.9423999999999997,2.9104099999999997,2.9276999999999997,0.0242492783397774,0.149,0.152,0.1496,0.1495,0.0007348469228349,0.9502,0.9796,0.97001,0.9782000000000001,0.0074984998499699,0.104,0.106,0.10535,0.1055,0.0007262919523166,5.4526,5.6892,5.57832,5.6031,0.0461352359915932,0.41119999999999995,0.41259999999999997,0.41148,0.41119999999999995,0.0004,2.4705999999999997,2.5447999999999995,2.5202299999999993,2.5336,0.0207977763234437,0.102,0.105,0.10325,0.103,0.0006224949798994,32,32,4096,11008,32768,True,2400,1
0.117,0.12,0.1185238095238095,0.119,0.0007939681905015,0.104,0.106,0.1045,0.104,0.0006708203932499,2.8569999999999998,2.941,2.8915099999999994,2.8842999999999996,0.0136208479912228,0.146,0.149,0.1472999999999999,0.147,0.0007141428428542,0.9516,0.9782000000000001,0.9634999999999999,0.9614,0.004387482193696,0.104,0.105,0.1046499999999999,0.105,0.0004769696007084,5.4512,5.5884,5.53303,5.5317,0.0213973713338811,0.40419999999999995,0.407,0.4056699999999999,0.40559999999999996,0.0004974937185532,2.4705999999999997,2.5195999999999996,2.4999299999999995,2.4957999999999996,0.0104473680896194,0.1,0.103,0.1012,0.101,0.0008124038404635,32,32,4096,11008,32768,True,2368,1
0.116,0.119,0.1175238095238095,0.117,0.0008518354199999,0.101,0.103,0.1021,0.102,0.000435889894354,2.8737999999999997,2.9381999999999997,2.90362,2.9045999999999994,0.014879852149803,0.145,0.147,0.1457999999999999,0.146,0.0007483314773547,0.96,0.9796,0.9692399999999999,0.9684,0.0048311489316724,0.101,0.103,0.10185,0.102,0.0004769696007084,5.4792,5.606599999999999,5.54738,5.5428999999999995,0.0255560169040482,0.39999999999999997,0.4013999999999999,0.40062999999999993,0.39999999999999997,0.0004974937185533,2.4943999999999997,2.5447999999999995,2.5175699999999996,2.5181999999999998,0.0129555972459782,0.099,0.101,0.1,0.1,0.0003162277660168,32,32,4096,11008,32768,True,2336,1
0.114,0.118,0.1160952380952381,0.116,0.0008676603408708,0.101,0.103,0.1016,0.1015,0.000663324958071,2.6777999999999995,2.7771999999999997,2.7272899999999995,2.7225999999999995,0.0188766390016867,0.142,0.145,0.1435,0.143,0.0008660254037844,0.9516,0.9865999999999999,0.9696600000000001,0.9684,0.0067668308682868,0.1,0.103,0.1017,0.102,0.0007141428428542,5.1334,5.3182,5.233779999999999,5.233499999999999,0.0397631739175835,0.39440000000000003,0.39719999999999994,0.39538,0.39579999999999993,0.000556776436283,2.4691999999999994,2.57,2.5190400000000004,2.5181999999999998,0.020227209397245,0.098,0.1,0.0985,0.098,0.0005916079783099,32,32,4096,11008,32768,True,2304,1
0.113,0.116,0.1141428571428571,0.114,0.0008883218145798,0.099,0.102,0.10075,0.101,0.0006224949798994,2.6917999999999997,2.752,2.7238599999999997,2.7211999999999996,0.0138596536753268,0.14,0.142,0.14125,0.141,0.0005361902647381,0.9586,0.981,0.9709199999999999,0.9698,0.0051244511901275,0.1,0.102,0.1009,0.101,0.0005385164807134,5.1432,5.3,5.2297199999999995,5.2279,0.0289889634171351,0.38880000000000003,0.3902,0.38971,0.3902,0.0004769696007084,2.5014,2.5531999999999995,2.52744,2.5279999999999996,0.0128778880256041,0.096,0.099,0.0970999999999999,0.097,0.0006244997998398,32,32,4096,11008,32768,True,2272,1
0.111,0.114,0.112047619047619,0.112,0.0008438116736509,0.097,0.099,0.0979,0.098,0.0005385164807134,2.6665999999999994,2.7478,2.7069199999999998,2.7057999999999995,0.0146546920813778,0.138,0.141,0.1389,0.139,0.0006244997998398,0.9502,0.9796,0.96427,0.9642000000000001,0.0054815599969351,0.097,0.099,0.0979,0.098,0.0006244997998398,5.1096,5.3392,5.22174,5.1998999999999995,0.0445038200607543,0.3832,0.3846,0.38389999999999985,0.3839,0.0005,2.4762,2.5517999999999996,2.5138599999999998,2.514,0.0143349223925349,0.095,0.096,0.09545,0.095,0.0004974937185533,32,32,4096,11008,32768,True,2240,1
0.109,0.112,0.1105238095238095,0.111,0.0007939681905015,0.097,0.099,0.0976,0.098,0.0005830951894845,2.6679999999999997,2.7268,2.6990099999999995,2.6896999999999998,0.0122240541556392,0.136,0.138,0.13715,0.137,0.0004769696007084,0.9516,0.9782000000000001,0.96273,0.9586,0.0043757856437444,0.097,0.098,0.0976,0.098,0.0004898979485566,5.1376,5.3266,5.225310000000001,5.2265,0.0313931123019047,0.3776,0.379,0.37850999999999985,0.379,0.0004769696007084,2.4776,2.5517999999999996,2.510639999999999,2.5014,0.0126783279654692,0.093,0.096,0.0944,0.094,0.000663324958071,32,32,4096,11008,32768,True,2208,1
0.108,0.11,0.1088571428571428,0.109,0.000832993127835,0.094,0.095,0.0945999999999999,0.095,0.0004898979485566,2.6581999999999995,2.7156,2.68767,2.6875999999999998,0.0160077325065106,0.134,0.136,0.13535,0.135,0.0005722761571129,0.9502,0.9698,0.9607699999999999,0.9614,0.0055450428312142,0.094,0.095,0.09465,0.095,0.0004769696007084,4.8968,5.0564,4.973380000000001,4.9626,0.0278515708713171,0.372,0.3734,0.37304999999999994,0.3734,0.0004330127018922,2.4747999999999997,2.5251999999999994,2.5016099999999994,2.4999999999999996,0.0150375363673707,0.092,0.093,0.0925999999999999,0.093,0.0004898979485566,32,32,4096,11008,32768,True,2176,1
0.105,0.108,0.1067142857142857,0.107,0.0009331389496316,0.093,0.094,0.0935,0.0935,0.0005,2.6329999999999996,2.6834,2.6603,2.6595999999999997,0.0130786084886734,0.132,0.134,0.133,0.133,0.0005477225575051,0.9376,0.9586,0.9492199999999998,0.9488,0.005010987926547,0.092,0.094,0.0931999999999999,0.093,0.0005099019513592,4.824000000000001,5.0228,4.91045,4.922000000000001,0.0368006453747756,0.3664,0.3678,0.36703,0.3664,0.0004974937185533,2.4509999999999996,2.4999999999999996,2.4746599999999996,2.4747999999999997,0.0134829521989807,0.09,0.092,0.09125,0.091,0.0005361902647381,32,32,4096,11008,32768,True,2144,1
0.103,0.106,0.1046190476190476,0.105,0.0006529194857524,0.092,0.094,0.09315,0.093,0.0004769696007084,2.4551999999999996,2.5083999999999995,2.4789999999999996,2.4818,0.0118152443901935,0.13,0.133,0.1312,0.131,0.0006782329983125,0.9432,0.9628,0.95055,0.9516,0.0044370598373247,0.092,0.094,0.0931,0.093,0.0005385164807134,4.824000000000001,5.0004,4.89939,4.8877,0.0347019812114525,0.3608,0.3636,0.36219999999999997,0.36219999999999997,0.0004472135954999,2.4537999999999998,2.5027999999999997,2.4731899999999998,2.4776,0.0115424217562866,0.087,0.088,0.0874,0.087,0.0004898979485566,32,32,4096,11008,32768,True,2112,1
0.103,0.107,0.1048095238095238,0.105,0.0009060141709733,0.09,0.092,0.09095,0.091,0.0005894913061275,2.4971999999999994,2.5531999999999995,2.5084699999999995,2.5014,0.0118172543342351,0.128,0.131,0.12885,0.129,0.0007262919523166,0.9586,0.9796,0.9621699999999997,0.9593,0.0046203354856546,0.091,0.092,0.0910999999999999,0.091,0.0003,4.271000000000001,4.369,4.28836,4.2738000000000005,0.0200284797226349,0.35519999999999996,0.3566,0.35575999999999985,0.35519999999999996,0.0004898979485566,2.5014,2.5517999999999996,2.50756,2.5014,0.009085152722987,0.085,0.087,0.0858,0.086,0.0006,32,32,4096,11008,32768,True,2080,1
0.101,0.103,0.1024761904761905,0.103,0.0005870870479018,0.09,0.092,0.0906,0.091,0.0005830951894845,2.4495999999999998,2.5475999999999996,2.50896,2.5161,0.0175225568910475,0.126,0.128,0.1271499999999999,0.127,0.0005722761571129,0.9404,0.9782000000000001,0.9606300000000001,0.9586,0.0075925950767837,0.089,0.091,0.09025,0.09,0.0006224949798994,4.3032,4.495,4.41835,4.4383,0.0345048909576599,0.34959999999999997,0.351,0.35071999999999987,0.351,0.0004,2.4523999999999995,2.5504,2.51246,2.5244999999999997,0.0184089652072026,0.084,0.085,0.08435,0.084,0.0004769696007084,32,32,4096,11008,32768,True,2048,1
0.102,0.104,0.103,0.103,0.0005345224838248,0.09,0.091,0.0907999999999999,0.091,0.0004,2.4999999999999996,2.549,2.5200899999999997,2.521,0.0104272479590733,0.126,0.128,0.12725,0.127,0.0006224949798994,0.9586,0.981,0.96707,0.967,0.0043985793160974,0.09,0.092,0.0908,0.091,0.0005099019513592,4.4054,4.4936,4.44012,4.4432,0.0172933513235578,0.34959999999999997,0.351,0.35079,0.351,0.0003570714214271,2.4999999999999996,2.5504,2.52275,2.5251999999999994,0.0109401782435204,0.084,0.085,0.0843,0.084,0.0004582575694955,32,32,4096,11008,32768,True,2048,1
0.099,0.104,0.1019047619047619,0.102,0.0012688488185213,0.089,0.091,0.0905499999999999,0.091,0.0006689544080129,2.4523999999999995,2.549,2.5074199999999993,2.5006999999999997,0.0178608510435533,0.125,0.127,0.1258999999999999,0.126,0.0005385164807134,0.939,0.9768,0.96014,0.9586,0.0074826465906121,0.089,0.091,0.0904,0.0905,0.000663324958071,4.300400000000001,4.4754000000000005,4.40575,4.399800000000001,0.0349154335502225,0.3468,0.34819999999999995,0.34785,0.34819999999999995,0.0004330127018922,2.4523999999999995,2.5517999999999996,2.5114099999999997,2.5083999999999995,0.0187730524955319,0.083,0.084,0.0836,0.084,0.0004898979485566,32,32,4096,11008,32768,True,2032,1
0.099,0.103,0.1006190476190476,0.101,0.0010900498230723,0.086,0.088,0.08725,0.087,0.0007664854858377,2.4244,2.521,2.4771100000000006,2.4824999999999995,0.0208021032590457,0.124,0.128,0.1251,0.125,0.0008888194417315,0.9292,0.9684,0.9504099999999999,0.953,0.0081931373722158,0.086,0.088,0.08705,0.087,0.0005894913061275,4.2752,4.429200000000001,4.36291,4.3746,0.0308581836795363,0.34259999999999996,0.3454,0.34441999999999995,0.344,0.000556776436283,2.4272,2.5251999999999994,2.48222,2.4880999999999998,0.021621979557848,0.083,0.084,0.0832,0.083,0.0004,32,32,4096,11008,32768,True,2016,1
0.099,0.102,0.1001904761904761,0.1,0.0005870870479018,0.087,0.088,0.0872,0.087,0.0003999999999999,2.4621999999999997,2.5181999999999998,2.4843899999999994,2.4853,0.0101797593291786,0.123,0.125,0.1239,0.124,0.0005385164807134,0.946,0.9656,0.9547500000000001,0.9558,0.0036314597615834,0.087,0.088,0.0871,0.087,0.0002999999999999,4.3312,4.4348,4.377960000000001,4.3788,0.0196809552613688,0.34119999999999995,0.34259999999999996,0.34176,0.34119999999999995,0.0004898979485566,2.4734,2.5237999999999996,2.4971999999999994,2.4985999999999997,0.0113004424692132,0.082,0.083,0.08235,0.082,0.0004769696007084,32,32,4096,11008,32768,True,2000,1
0.097,0.1,0.0985238095238095,0.099,0.0007939681905015,0.086,0.087,0.0866,0.087,0.0004898979485566,2.4229999999999996,2.493,2.4607999999999994,2.4573,0.0158650559406514,0.122,0.124,0.1225499999999999,0.1225,0.0005894913061275,0.9306,0.9572,0.9454400000000001,0.9446,0.0056338264084013,0.086,0.087,0.08635,0.086,0.0004769696007084,4.2612000000000005,4.3942,4.33729,4.3340000000000005,0.0273902811230552,0.3384,0.3398,0.33888999999999997,0.3384,0.0004769696007084,2.4272,2.4999999999999996,2.4663999999999997,2.4713,0.0157416644609139,0.081,0.083,0.08215,0.082,0.0005722761571129,32,32,4096,11008,32768,True,1984,1
0.096,0.099,0.0978571428571428,0.098,0.000832993127835,0.086,0.087,0.08665,0.087,0.0004769696007084,2.4412,2.4943999999999997,2.4734,2.4677999999999995,0.0113710157857598,0.121,0.123,0.1215999999999999,0.121,0.0008,0.9376,0.9572,0.94971,0.9488,0.0044752094923031,0.086,0.087,0.08665,0.087,0.0004769696007084,4.1898,4.2766,4.23915,4.2339,0.0197050120527748,0.33559999999999995,0.33699999999999997,0.33692999999999995,0.33699999999999997,0.000217944947177,2.4509999999999996,2.5014,2.48208,2.4762,0.0109480591887329,0.08,0.082,0.08105,0.081,0.0003840572873934,32,32,4096,11008,32768,True,1968,1
0.096,0.1,0.0981904761904762,0.098,0.0009571310115353,0.086,0.087,0.0868,0.087,0.0004,2.4412,2.4901999999999997,2.47718,2.4859999999999998,0.0120045824583781,0.12,0.122,0.1208499999999999,0.121,0.0007262919523166,0.9376,0.9572,0.95195,0.9558,0.0049079017920084,0.086,0.087,0.0867,0.087,0.0004582575694955,4.1814,4.2794,4.25609,4.2647,0.0208525178335854,0.3328,0.33559999999999995,0.33427,0.33419999999999994,0.0004974937185533,2.4495999999999998,2.4999999999999996,2.49062,2.4985999999999997,0.0111494394477928,0.079,0.081,0.08005,0.08,0.0003840572873934,32,32,4096,11008,32768,True,1952,1
0.096,0.098,0.0972857142857143,0.097,0.0007648751621051,0.085,0.087,0.08645,0.0865,0.0005894913061275,2.4412,2.4915999999999996,2.4841800000000003,2.4887999999999995,0.0101296594217179,0.119,0.121,0.11995,0.12,0.0005894913061275,0.9362,0.9572,0.95384,0.9558,0.0040546269865426,0.086,0.087,0.0861,0.086,0.0003,4.1898,4.271000000000001,4.25903,4.2682,0.0173363058348657,0.32999999999999996,0.3328,0.33154,0.3314,0.0005385164807134,2.4495999999999998,2.4999999999999996,2.49468,2.4999999999999996,0.01041441308956,0.079,0.08,0.0794499999999999,0.079,0.0004974937185533,32,32,4096,11008,32768,True,1936,1
0.096,0.099,0.0975714285714285,0.098,0.0008491692619108,0.084,0.086,0.08465,0.085,0.0005722761571129,2.3109999999999995,2.3796,2.3433400000000004,2.3333999999999997,0.0154722331936924,0.117,0.12,0.1184,0.118,0.0007999999999999,0.799,0.827,0.81356,0.8122999999999998,0.0057999999999999,0.083,0.085,0.0843,0.084,0.0006403124237432,4.0274,4.1492,4.08466,4.081300000000001,0.0241824316395187,0.3286,0.32999999999999996,0.32902,0.3286,0.0004582575694955,2.0786,2.143,2.11115,2.1058999999999997,0.0148488215020586,0.081,0.082,0.0814,0.081,0.0004898979485566,32,32,4096,11008,32768,True,1920,1
0.095,0.097,0.096047619047619,0.096,0.0006529194857524,0.083,0.085,0.084,0.084,0.0003162277660168,2.2899999999999996,2.3823999999999996,2.31947,2.3116999999999996,0.0139193211041343,0.116,0.118,0.11695,0.117,0.0004974937185533,0.792,0.8255999999999999,0.8029900000000001,0.8004,0.0050623611092058,0.083,0.085,0.0839,0.084,0.000435889894354,3.9825999999999993,4.1338,4.03503,4.0267,0.0233012338729089,0.3244,0.3258,0.32565999999999995,0.3258,0.0003,2.0576,2.0982,2.0825899999999997,2.0786,0.0084810081947843,0.08,0.082,0.0804999999999999,0.08,0.0005916079783099,32,32,4096,11008,32768,True,1904,1
0.094,0.096,0.0954285714285714,0.095,0.0005832118435198,0.083,0.084,0.08355,0.084,0.0004974937185533,2.3011999999999997,2.3333999999999997,2.3178600000000005,2.3103,0.0078670197660867,0.116,0.117,0.1164,0.116,0.0004898979485566,0.7976000000000001,0.8087999999999999,0.80327,0.8004,0.0033087006513131,0.083,0.084,0.0834,0.083,0.0004898979485566,4.0134,4.0638000000000005,4.037550000000001,4.027400000000001,0.0119074556476184,0.323,0.3244,0.32314,0.323,0.0003,2.0786,2.1009999999999995,2.088399999999999,2.0814,0.0073891812807645,0.079,0.08,0.0799,0.08,0.0003,32,32,4096,11008,32768,True,1888,1
0.094,0.096,0.0951904761904762,0.095,0.0007315376902732,0.083,0.084,0.0835,0.0835,0.0005,2.2941999999999996,2.3417999999999997,2.32206,2.3207999999999998,0.0117256129903727,0.115,0.116,0.1155,0.1155,0.0005,0.799,0.8171999999999999,0.8093600000000002,0.8087999999999999,0.0043634848458542,0.083,0.085,0.0838,0.084,0.0005099019513592,3.9503999999999997,4.0414,4.00416,4.004300000000001,0.0206116471927888,0.3202,0.3216,0.32125,0.3216,0.0004330127018922,2.0772,2.1191999999999998,2.09946,2.0982,0.0117639279154541,0.078,0.08,0.07915,0.079,0.0004769696007084,32,32,4096,11008,32768,True,1872,1
0.092,0.094,0.0924285714285714,0.092,0.0005832118435198,0.082,0.083,0.08245,0.082,0.0004974937185533,2.2619999999999996,2.2843999999999998,2.27474,2.2822999999999998,0.0071547187226333,0.113,0.115,0.11435,0.114,0.0005722761571129,0.7822,0.792,0.7875899999999999,0.7892,0.0024954959426935,0.082,0.083,0.0822,0.082,0.0004,3.8733999999999997,3.9168,3.8961499999999996,3.9105000000000003,0.0130685691642199,0.316,0.3174,0.31711999999999996,0.3174,0.0004,2.0365999999999995,2.0576,2.0480799999999997,2.0561999999999996,0.0067867518003828,0.078,0.079,0.07845,0.078,0.0004974937185533,32,32,4096,11008,32768,True,1856,1
